Subject,Block,Round,Condition,Index,from,to,set,Object,Position,StartTime,EndTime,FB_EndTime,dError,dMoved,totalAngle,directionChange,nManipulation,estimation_dError,Time,TimeCompensated,Q1,Q2,Q3,Q4,Q1z,Q2z,Q3z,Q4z,MemoryPerform,PathEfficiency,TimeEfficiency,tCenter,tPeri,dEndpoint
4,3,6,1,2,3,1,2,Broom,13,5072.592,5091.849,5103.805,46.388,61.033,281.600,4,6,22.21576,2.786133,0.975992875,-1,-1,3,-3,0.060364335,0.060364335,1.992023066,-0.90546503,0.69583657,1.191012936,3.345378826,0,17.688,48.12632432
4,3,6,1,3,1,2,2,Chicken,1,5104.816,5113.731,5125.966,6.348,82.660,119.200,1,1,36.07553,3.949707,1.010272816,-1,-1,3,-3,0.060364335,0.060364335,1.992023066,-0.90546503,0.991507046,1,11.11899483,0,7.364,50.32237536
4,3,6,1,4,2,1,2,Broom,13,5126.977,5135.029,5140.992,8.138,81.746,97.600,1,1,17.95086,2.621582,1.158945927,-1,-1,3,-3,0.060364335,0.060364335,1.992023066,-0.90546503,0.986832363,1,12.50510085,0.2,6.303,50.27918801
4,3,6,1,5,1,3,2,FireExtinguisher,7,5142.002,5149.621,5169.264,99.315,51.923,173.600,2,3,27.31006,3.574219,1.348995311,-1,-1,3,-3,0.060364335,0.060364335,1.992023066,-0.90546503,0.055632785,1.00999473,8.469129981,0,6.078,50.70326397
4,3,6,1,6,3,2,2,Chicken,1,5170.274,5176.769,5191.589,39.830,65.191,89.600,1,1,25.80892,2.974609,0.871698198,-1,-1,3,-3,0.060364335,0.060364335,1.992023066,-0.90546503,0.766842759,1.059338761,13.083401,0,4.906,52.98135626
4,3,6,1,7,2,3,2,FireExtinguisher,7,5192.600,5202.041,5218.243,32.899,108.783,113.600,1,1,23.40062,3.855957,1.949274482,-1,-1,3,-3,0.060364335,0.060364335,1.992023066,-0.90546503,0.834049158,1.111049758,13.61866314,2.9,4.98,50.04736499
4,3,6,1,8,3,2,2,Chicken,1,5219.253,5224.872,5237.203,16.379,75.294,44.000,1,2,18.02072,2.668945,1.200616734,-1,-1,3,-3,0.060364335,0.060364335,1.992023066,-0.90546503,0.953325722,1.009519404,18.33034683,0,4.027,46.23701427
4,3,6,1,9,2,1,2,Broom,13,5238.214,5247.054,5255.226,19.552,77.102,154.400,3,3,24.38019,4.232422,2.245924119,-1,-1,3,-3,0.060364335,0.060364335,1.992023066,-0.90546503,0.935486331,1.009784228,10.51262868,0,7.266,51.61223296
4,3,6,1,10,1,2,2,Chicken,1,5256.237,5264.021,5268.570,25.570,71.507,136.800,2,2,15.66952,2.13916,0.86240751,-1,-1,3,-3,0.060364335,0.060364335,1.992023066,-0.90546503,0.894752618,1.02176183,11.34560159,0,6.243,50.2963642
4,3,6,1,11,2,3,2,FireExtinguisher,7,5269.570,5276.706,5280.806,19.144,77.447,144.800,3,5,22.05675,1.692871,-0.10431299,-1,-1,3,-3,0.060364335,0.060364335,1.992023066,-0.90546503,0.937925804,1.027760591,13.74162464,0,5.61,50.00898706
4,3,6,1,12,3,1,2,Broom,13,5281.817,5286.931,5291.681,23.740,74.264,69.600,1,2,23.27059,2.562988,0.666900327,-1,-1,3,-3,0.060364335,0.060364335,1.992023066,-0.90546503,0.90805699,1.002326413,20.29003675,0,3.563,51.97455504
4,3,6,1,13,1,3,2,FireExtinguisher,7,5292.692,5299.066,5304.745,12.794,85.015,148.800,1,1,18.74472,2.844238,1.316918214,-1,-1,3,-3,0.060364335,0.060364335,1.992023066,-0.90546503,0.970252195,1.140067083,17.11978311,2.3,2.488,43.90908475
4,3,6,1,14,3,1,2,Broom,13,5305.755,5314.499,5321.741,32.973,62.779,136.800,1,2,30.69793,4.161621,1.660353664,-1,-1,3,-3,0.060364335,0.060364335,1.992023066,-0.90546503,0.83337923,1.022982285,8.666665439,0,7.225,48.15614857
5,1,1,1,1,0,3,1,TrafficCone,6,1418.603,1430.643,1438.931,10.792,41.975,181.600,1,1,28.06601,4.548096,2.261277505,2,-3,-3,-2,1.322930022,-0.977817842,-0.977817842,-0.51766827,0.978148938,1,4.18594756,8.717,1.3,41.48641086
5,1,1,1,2,3,1,1,PickAxe,12,1439.943,1453.601,1467.650,10.018,80.771,176.800,6,7,23.22111,3.50354,1.611483957,2,-3,-3,-2,1.322930022,-0.977817842,-0.977817842,-0.51766827,0.980894146,1.001623371,7.261824807,2.8,8.277,40.99612223
5,1,1,1,3,1,2,1,Donuts,0,1468.661,1485.133,1491.462,12.008,71.859,272.000,5,7,18.76707,2.691772,1.162631136,2,-3,-3,-2,1.322930022,-0.977817842,-0.977817842,-0.51766827,0.973488186,1.00639109,4.924680784,1.8,12.759,41.25613533
5,1,1,1,4,2,1,1,PickAxe,12,1492.469,1503.483,1529.488,40.491,53.076,189.600,1,2,19.50384,3.173218,1.584045117,2,-3,-3,-2,1.322930022,-0.977817842,-0.977817842,-0.51766827,0.759990273,1,5.67556181,0,9.251,46.59336398
5,1,1,1,5,1,3,1,TrafficCone,6,1530.498,1548.087,1552.544,2.374,84.235,286.400,5,7,18.62789,3.137817,1.620016523,2,-3,-3,-2,1.322930022,-0.977817842,-0.977817842,-0.51766827,0.998376469,1.017886446,5.244591152,0,16.022,46.53185831
5,1,1,1,6,3,2,1,Donuts,0,1553.553,1568.213,1574.433,14.989,71.305,137.600,2,4,14.37204,2.633667,1.462633181,2,-3,-3,-2,1.322930022,-0.977817842,-0.977817842,-0.51766827,0.960304481,1.007914989,5.539939995,2.6,10.267,42.00502765
5,1,1,1,7,2,3,1,TrafficCone,6,1575.443,1586.682,1595.066,37.466,60.784,220.800,4,5,10.83453,2.059204,1.176406496,2,-3,-3,-2,1.322930022,-0.977817842,-0.977817842,-0.51766827,0.790742804,1.089719569,6.47695,0,9.277,46.189119
5,1,1,1,8,3,2,1,Donuts,0,1596.078,1611.406,1619.929,25.418,66.020,192.000,4,5,14.44134,3.561157,2.384476617,2,-3,-3,-2,1.322930022,-0.977817842,-0.977817842,-0.51766827,0.895887201,1,4.838149528,0,13.642,47.10478816
5,1,1,1,9,2,3,1,TrafficCone,6,1620.939,1633.084,1641.560,26.828,66.513,205.600,3,5,24.97339,3.598877,1.564045183,2,-3,-3,-2,1.322930022,-0.977817842,-0.977817842,-0.51766827,0.885160932,1.005781996,6.440701022,0,10.281,48.74609678
5,1,1,1,10,3,1,1,PickAxe,12,1642.561,1656.878,1661.828,17.242,68.505,120.000,4,7,3.231713,1.445435,1.182115025,2,-3,-3,-2,1.322930022,-0.977817842,-0.977817842,-0.51766827,0.948733545,1.002518073,5.445400595,0,12.559,40.87049012
5,1,1,1,11,1,2,1,Donuts,0,1662.837,1672.280,1676.467,7.086,77.085,133.600,2,3,10.97859,2.234375,1.339839487,2,-3,-3,-2,1.322930022,-0.977817842,-0.977817842,-0.51766827,0.989696861,1.004826801,10.15631139,1.8,5.783,42.77330741
5,1,1,1,12,2,1,1,PickAxe,12,1677.478,1694.333,1700.706,20.712,71.883,264.000,4,7,17.47275,2.680054,1.25637433,2,-3,-3,-2,1.322930022,-0.977817842,-0.977817842,-0.51766827,0.928321113,1.044008054,4.773307606,0,15.042,46.71937589
5,1,1,1,13,1,3,1,TrafficCone,6,1701.716,1717.271,1723.150,18.135,70.749,280.000,7,9,0,1.046509,1.046509,2,-3,-3,-2,1.322930022,-0.977817842,-0.977817842,-0.51766827,0.943775872,1.017226197,5.120777993,1.7,12.104,42.57013701
5,1,1,1,14,3,1,1,PickAxe,12,1724.160,1745.413,1755.547,9.890,75.942,234.400,3,6,6.958307,1.292969,0.726006146,2,-3,-3,-2,1.322930022,-0.977817842,-0.977817842,-0.51766827,0.981331378,1.035611978,3.856781565,3.9,15.76,41.22082076
5,1,2,2,1,0,1,4,Shield,9,2121.358,2132.468,2146.645,26.013,42.624,136.001,2,2,9.081519,2.25708,1.517117832,0,-3,1,-3,0.402630876,-0.977817842,0.862780449,-0.977817842,0.891415812,1,4.525485387,8.302,1,41.20912559
5,1,2,2,2,1,2,4,Apple,3,2147.657,2162.425,2167.891,16.839,66.980,199.202,4,7,3.143378,1.586426,1.330303561,0,-3,1,-3,0.402630876,-0.977817842,0.862780449,-0.977817842,0.950902477,1.001878888,5.042223988,0,13.203,38.79591769
5,1,2,2,3,2,3,4,Old_Telephone,15,2168.901,2181.007,2194.647,13.867,78.926,139.201,1,6,7.954004,2.198486,1.550393754,0,-3,1,-3,0.402630876,-0.977817842,0.862780449,-0.977817842,0.965555483,1.045092998,7.455842597,2.1,8.459,35.84053432
5,1,2,2,4,3,2,4,Apple,3,2195.656,2205.581,2213.022,27.695,60.453,116.804,1,5,14.01479,2.187744,1.045818911,0,-3,1,-3,0.402630876,-0.977817842,0.862780449,-0.977817842,0.878344034,1,7.794654456,0,7.704,40.94366199
5,1,2,2,5,2,1,4,Shield,9,2214.032,2226.342,2236.062,42.331,55.618,114.400,3,6,10.76728,2.268799,1.391481026,0,-3,1,-3,0.402630876,-0.977817842,0.862780449,-0.977817842,0.740541474,1.013515748,5.26091233,0,10.528,47.79302521
5,1,2,2,6,1,3,4,Old_Telephone,15,2237.073,2251.135,2257.460,16.606,69.516,175.202,4,6,8.008941,1.610352,0.957783487,0,-3,1,-3,0.402630876,-0.977817842,0.862780449,-0.977817842,0.952136915,1.014997727,5.54372137,4.6,7.887,35.50387434
5,1,2,2,7,3,1,4,Shield,9,2258.471,2275.272,2287.249,17.689,79.062,308.000,3,5,9.230017,2.080322,1.328260215,0,-3,1,-3,0.402630876,-0.977817842,0.862780449,-0.977817842,0.946277931,1,5.281489765,2.7,12.189,36.91367918
5,1,2,2,8,1,2,4,Apple,3,2288.261,2308.224,2317.911,15.707,69.152,230.402,4,6,13.44691,1.857178,0.761523773,0,-3,1,-3,0.402630876,-0.977817842,0.862780449,-0.977817842,0.956764469,1,3.811717778,0,17.999,41.84558746
5,1,2,2,9,2,1,4,Shield,9,2318.914,2331.241,2337.507,30.027,60.266,185.601,2,4,7.491574,1.940186,1.32977255,0,-3,1,-3,0.402630876,-0.977817842,0.862780449,-0.977817842,0.859195742,1.062930382,5.520958478,0,10.746,39.18229258
5,1,2,2,10,1,3,4,Old_Telephone,15,2338.518,2347.629,2355.000,16.314,73.504,193.601,3,4,3.329839,2.045898,1.774582718,0,-3,1,-3,0.402630876,-0.977817842,0.862780449,-0.977817842,0.953663607,1.036791975,9.630533924,4.2,3.342,31.80713083
5,1,2,2,11,3,2,4,Apple,3,2356.011,2369.967,2382.268,33.977,55.757,210.400,2,5,29.36753,4.30249,1.909623656,0,-3,1,-3,0.402630876,-0.977817842,0.862780449,-0.977817842,0.824183766,1,4.888108594,0,11.349,42.47817715
5,1,2,2,12,2,3,4,Old_Telephone,15,2383.278,2396.183,2407.586,47.428,46.479,228.000,1,1,11.53196,1.962158,1.022533899,0,-3,1,-3,0.402630876,-0.977817842,0.862780449,-0.977817842,0.684001644,1,4.055359343,0,11.382,46.16959729
5,1,2,2,13,3,1,4,Shield,9,2408.596,2419.697,2427.102,14.019,75.827,230.401,5,6,12.75136,2.281006,1.242025187,0,-3,1,-3,0.402630876,-0.977817842,0.862780449,-0.977817842,0.964864341,1.030051246,7.898881634,4.6,4.964,34.61667529
5,1,2,2,14,1,3,4,Old_Telephone,15,2428.111,2444.689,2451.790,18.517,65.663,239.202,2,4,10.01873,1.962158,1.14583188,0,-3,1,-3,0.402630876,-0.977817842,0.862780449,-0.977817842,0.941591876,1.001018264,4.337485248,0.7,14.349,37.16228912
5,2,3,2,1,0,3,2,FireExtinguisher,13,2744.159,2749.367,2758.148,24.499,31.895,64.000,1,1,18.39257,2.996826,1.498199396,-2,-2,2,-2,-0.51766827,-0.51766827,1.322930022,-0.51766827,0.902633544,1,9.8303522,2.861,0.3,32.00960287
5,2,3,2,2,3,2,2,Banana,1,2759.158,2770.202,2779.406,20.200,71.862,204.803,1,3,19.279,2.760254,1.18940108,-2,-2,2,-2,-0.51766827,-0.51766827,1.322930022,-0.51766827,0.931525311,1.037665238,7.645552214,2,7.262,28.81956339
5,2,3,2,3,2,3,2,FireExtinguisher,13,2780.417,2790.007,2798.543,23.415,62.468,137.600,1,2,11.5451,1.951172,1.010477252,-2,-2,2,-2,-0.51766827,-0.51766827,1.322930022,-0.51766827,0.910337765,1,8.018534872,2,5.703,24.96259249
5,2,3,2,4,3,1,2,Hammer,7,2799.553,2809.570,2821.821,17.072,81.341,157.602,1,2,42.53999,5.37207,1.905911615,-2,-2,2,-2,-0.51766827,-0.51766827,1.322930022,-0.51766827,0.949653695,1,10.01551765,2.2,5.867,39.02757371
5,2,3,2,5,1,2,2,Banana,1,2822.831,2831.167,2852.621,82.988,0.220,194.400,1,3,87.53646,11.2041,4.071629239,-2,-2,2,-2,-0.51766827,-0.51766827,1.322930022,-0.51766827,0.235032415,,,,,
5,2,3,2,6,2,1,2,Hammer,7,2853.633,2864.919,2870.961,10.638,72.682,163.201,1,1,20.90003,3.502686,1.799751556,-2,-2,2,-2,-0.51766827,-0.51766827,1.322930022,-0.51766827,0.978708953,1,7.732721213,1.4,7.887,40.90865335
5,2,3,2,7,1,3,2,FireExtinguisher,13,2871.972,2881.600,2899.187,35.129,88.334,135.201,1,2,24.93479,3.832031,1.800344311,-2,-2,2,-2,-0.51766827,-0.51766827,1.322930022,-0.51766827,0.813393162,1,11.31828632,2.6,5.148,40.242771
5,2,3,2,8,3,1,2,Hammer,7,2900.197,2911.249,2932.222,65.273,42.263,292.800,1,3,26.97296,4.891357,2.693600219,-2,-2,2,-2,-0.51766827,-0.51766827,1.322930022,-0.51766827,0.463588473,1.693010553,4.584546847,0,9.123,43.22334644
5,2,3,2,9,1,3,2,FireExtinguisher,13,2933.232,2940.933,2948.763,35.032,74.301,0.002,0,0,7.228998,1.634521,1.045502243,-2,-2,2,-2,-0.51766827,-0.51766827,1.322930022,-0.51766827,0.814311467,1,12.80627578,2.9,2.888,24.97370662
5,2,3,2,10,3,2,2,Banana,1,2949.773,2967.034,2976.426,26.700,72.405,231.203,2,5,7.817439,1.903809,1.26684407,-2,-2,2,-2,-0.51766827,-0.51766827,1.322930022,-0.51766827,0.88615318,1,4.63468254,4.8,10.747,27.87037735
5,2,3,2,11,2,1,2,Hammer,7,2977.427,2987.760,2995.589,20.168,85.811,200.000,1,1,10.7467,2.091064,1.215422884,-2,-2,2,-2,-0.51766827,-0.51766827,1.322930022,-0.51766827,0.931723397,1.17650779,9.881189426,1.9,6.693,30.68767096
5,2,3,2,12,1,2,2,Banana,1,2996.600,3003.478,3010.402,27.720,60.324,112.800,1,1,13.00006,2.506104,1.446859111,-2,-2,2,-2,-0.51766827,-0.51766827,1.322930022,-0.51766827,0.878145004,1,11.69967286,0,5.12,40.28323627
5,2,3,2,13,2,3,2,FireExtinguisher,13,3011.412,3016.162,3024.084,51.947,38.576,56.001,1,1,8.479803,1.68042,0.989485652,-2,-2,2,-2,-0.51766827,-0.51766827,1.322930022,-0.51766827,0.630994613,1,12.68461132,0,3.008,39.75586661
5,2,3,2,14,3,2,2,Banana,1,3025.096,3034.184,3055.561,82.833,0.102,136.800,1,2,96.07439,12.37891,4.550768703,-2,-2,2,-2,-0.51766827,-0.51766827,1.322930022,-0.51766827,0.236960281,,,,,
5,2,4,1,1,0,2,5,IceCream,4,3617.887,3624.943,3639.965,21.505,41.208,100.000,1,2,13.60938,2.045898,0.937005718,-2,-2,3,-2,-0.51766827,-0.51766827,1.783079595,-0.51766827,0.923229907,1.001552169,7.762327303,4.153,1.1,41.88120794
5,2,4,1,2,2,3,5,Guitar,10,3640.977,3646.208,3658.128,56.332,43.217,56.800,1,1,9.389267,1.704834,0.939796525,-2,-2,3,-2,-0.51766827,-0.51766827,1.783079595,-0.51766827,0.577426288,1,12.56011921,0,3.363,50.05847396
5,2,4,1,3,3,1,5,Shovel,16,3659.128,3668.769,3676.362,30.835,59.853,44.000,2,6,4.088958,1.845703,1.512534702,-2,-2,3,-2,-0.51766827,-0.51766827,1.783079595,-0.51766827,0.852291923,1,7.55821103,3.1,4.812,17.74506908
5,2,4,1,4,1,3,5,Guitar,10,3677.373,3684.532,3696.724,83.457,0.000,225.600,1,2,41.68457,6.255127,2.858668236,-2,-2,3,-2,-0.51766827,-0.51766827,1.783079595,-0.51766827,0.22921474,,,,,
5,2,4,1,5,3,2,5,IceCream,4,3697.724,3705.579,3710.084,8.444,75.127,121.600,1,1,20.27277,3.138428,1.4866027,-2,-2,3,-2,-0.51766827,-0.51766827,1.783079595,-0.51766827,0.985936988,1,12.36834954,1.2,4.816,41.731202
5,2,4,1,6,2,1,5,Shovel,16,3711.092,3718.660,3724.561,20.042,66.222,114.400,1,1,9.115817,2.05835,1.315593231,-2,-2,3,-2,-0.51766827,-0.51766827,1.783079595,-0.51766827,0.932500862,1,11.10844624,0,5.948,38.92453292
5,2,4,1,7,1,2,5,IceCream,4,3725.561,3733.982,3743.761,44.865,49.486,182.400,1,1,16.1396,2.526611,1.211556392,-2,-2,3,-2,-0.51766827,-0.51766827,1.783079595,-0.51766827,0.712899638,1,7.405695311,0,6.579,46.86418969
5,2,4,1,8,2,3,5,Guitar,10,3744.773,3751.860,3756.386,28.900,53.834,105.600,1,1,5.27831,1.481689,1.051612301,-2,-2,3,-2,-0.51766827,-0.51766827,1.783079595,-0.51766827,0.868595622,1.000218218,10.0293765,1.6,3.767,26.96309067
5,2,4,1,9,3,2,5,IceCream,4,3757.398,3767.286,3771.764,10.053,75.100,192.800,1,2,8.217518,1.434814,0.765250633,-2,-2,3,-2,-0.51766827,-0.51766827,1.783079595,-0.51766827,0.98077376,1.007884119,9.204962452,1.3,6.842,38.45367778
5,2,4,1,10,2,1,5,Shovel,16,3772.764,3782.096,3785.200,17.764,65.867,212.800,4,4,3.78104,1.317139,1.009059861,-2,-2,3,-2,-0.51766827,-0.51766827,1.783079595,-0.51766827,0.9458608,1.00590757,8.490877064,0,7.676,36.6579892
5,2,4,1,11,1,3,5,Guitar,10,3786.211,3794.524,3800.531,23.141,79.064,154.400,3,3,5.768387,1.458496,0.988487827,-2,-2,3,-2,-0.51766827,-0.51766827,1.783079595,-0.51766827,0.912241139,1.003863018,12.08737128,2.5,4.029,34.38457306
5,2,4,1,12,3,1,5,Shovel,16,3801.542,3810.608,3829.204,73.720,66.979,167.200,1,3,2.497706,1.03418,0.830666915,-2,-2,3,-2,-0.51766827,-0.51766827,1.783079595,-0.51766827,0.353521729,1.002043385,9.356366027,1.6,5.498,32.74340119
5,2,4,1,13,1,2,5,IceCream,4,3830.215,3838.917,3844.711,38.489,51.916,203.200,1,1,4.619904,1.480957,1.104527222,-2,-2,3,-2,-0.51766827,-0.51766827,1.783079595,-0.51766827,0.780518812,1,7.291331668,0,6.925,42.68933557
5,2,4,1,14,2,1,5,Shovel,16,3845.712,3856.113,3864.344,18.931,64.633,156.800,1,3,23.23945,3.479736,1.586185614,-2,-2,3,-2,-0.51766827,-0.51766827,1.783079595,-0.51766827,0.939182508,1.00000002,7.170976334,0.6,8.228,35.54691146
5,3,5,1,1,0,2,3,Kiwi,14,4067.998,4072.240,4078.425,39.267,26.992,33.600,1,2,6.739555,1.481689,0.932550059,-3,-2,3,-2,-0.977817842,-0.51766827,1.783079595,-0.51766827,0.772621715,1.006971444,10.75474593,2.402,0.1,27.96185608
5,3,5,1,2,2,3,3,Book,2,4079.434,4090.853,4095.367,9.417,76.166,165.600,1,2,3.710257,1.127686,0.82537426,-3,-2,3,-2,-0.977817842,-0.51766827,1.783079595,-0.51766827,0.98290558,1,7.699271102,2.1,7.766,39.3220963
5,3,5,1,3,3,2,3,Kiwi,14,4096.378,4105.875,4109.531,18.017,67.208,140.800,1,2,6.21687,1.397949,0.891398432,-3,-2,3,-2,-0.977817842,-0.51766827,1.783079595,-0.51766827,0.944442879,1.008773107,8.667067462,0,7.722,38.18293112
5,3,5,1,4,2,1,3,ABat,8,4110.541,4121.264,4129.707,7.599,85.250,226.400,2,4,3.204476,1.327148,1.066047296,-3,-2,3,-2,-0.977817842,-0.51766827,1.783079595,-0.51766827,0.98834152,1.096064206,9.951619928,2.6,5.959,44.45175509
5,3,5,1,5,1,3,3,Book,2,4130.708,4137.362,4141.908,28.575,62.377,148.000,3,3,10.82276,1.444824,0.562985515,-3,-2,3,-2,-0.977817842,-0.51766827,1.783079595,-0.51766827,0.871255893,1.012143299,12.88380367,0,4.792,42.35015001
5,3,5,1,6,3,1,3,ABat,8,4142.920,4150.878,4156.464,14.671,72.895,138.400,1,1,3.618794,1.129395,0.834535665,-3,-2,3,-2,-0.977817842,-0.51766827,1.783079595,-0.51766827,0.961827693,1.033233051,11.76830078,2,4.18,33.83127544
5,3,5,1,7,1,2,3,Kiwi,14,4157.476,4167.936,4172.991,35.184,87.437,243.200,4,5,3.22179,1.09375,0.831238551,-3,-2,3,-2,-0.977817842,-0.51766827,1.783079595,-0.51766827,0.812871687,1.194030918,10.12219279,5,3.624,25.53407157
5,3,5,1,8,2,3,3,Book,2,4174.002,4184.302,4194.061,14.573,81.510,198.400,1,3,7.72756,1.763672,1.134030411,-3,-2,3,-2,-0.977817842,-0.51766827,1.783079595,-0.51766827,0.962291555,1.026082777,9.258001631,1.9,6.898,38.96132565
5,3,5,1,9,3,1,3,ABat,8,4195.070,4202.640,4209.765,20.147,68.104,148.000,1,1,10.32011,2,1.159117437,-3,-2,3,-2,-0.977817842,-0.51766827,1.783079595,-0.51766827,0.931853251,1,11.40709045,2,3.93,28.71332084
5,3,5,1,10,1,2,3,Kiwi,14,4210.777,4220.098,4225.870,27.957,70.054,157.600,1,4,6.277849,1.340332,0.828812863,-3,-2,3,-2,-0.977817842,-0.51766827,1.783079595,-0.51766827,0.876251376,1.001018434,9.302908564,2.8,4.723,24.25886026
5,3,5,1,11,2,1,3,ABat,8,4226.880,4236.219,4241.062,20.863,66.092,192.800,3,3,6.425593,1.244141,0.720583682,-3,-2,3,-2,-0.977817842,-0.51766827,1.783079595,-0.51766827,0.927363655,1.005761269,8.66521081,0,7.52,41.6557422
5,3,5,1,12,1,3,3,Book,2,4242.072,4247.623,4251.982,30.670,54.912,70.400,1,1,7.200654,1.410645,0.823935712,-3,-2,3,-2,-0.977817842,-0.51766827,1.783079595,-0.51766827,0.853712774,1.003251463,13.95718901,1.1,2.828,28.06604109
5,3,5,1,13,3,2,3,Kiwi,14,4252.982,4258.248,4263.302,43.649,44.612,95.200,1,3,9.30125,1.550781,0.79291515,-3,-2,3,-2,-0.977817842,-0.51766827,1.783079595,-0.51766827,0.726284295,1.009245865,12.5017224,0,3.518,38.42809102
5,3,5,1,14,2,3,3,Book,2,4264.312,4276.671,4282.608,26.856,63.353,141.600,1,2,8.390573,1.422363,0.738699112,-3,-2,3,-2,-0.977817842,-0.51766827,1.783079595,-0.51766827,0.88494339,1,5.723682995,1.9,8.888,21.1047116
5,3,6,2,1,0,2,6,Chicken,11,4534.606,4547.149,4557.285,39.726,41.507,211.200,1,5,11.71587,1.974609,1.019999912,0,1,3,-3,0.402630876,0.862780449,1.783079595,-0.977817842,0.767914291,1,3.838272027,9.374,1.3,41.23474902
5,3,6,2,2,2,1,6,Broom,17,4558.294,4572.215,4582.466,75.608,73.781,150.404,2,6,15.12902,2.598633,1.36592045,0,1,3,-3,0.402630876,0.862780449,1.783079595,-0.977817842,0.329003191,1.010160713,6.054812696,2,10.086,37.16982733
5,3,6,2,3,1,3,6,Chair,5,4583.477,4597.079,4609.366,38.904,86.643,232.001,4,6,12.8571,2.000488,0.952891492,0,1,3,-3,0.402630876,0.862780449,1.783079595,-0.977817842,0.776319269,1.031467492,7.357610167,4.9,6.803,36.50459754
5,3,6,2,4,3,1,6,Broom,17,4610.377,4617.028,4627.305,52.827,36.158,85.600,1,1,22.96688,4.068848,2.197506618,0,1,3,-3,0.402630876,0.862780449,1.783079595,-0.977817842,0.62039857,1,7.460912414,0,4.803,38.49538885
5,3,6,2,5,1,2,6,Chicken,11,4628.315,4636.461,4642.187,11.720,72.517,144.799,3,3,19.15675,2.834473,1.27358101,0,1,3,-3,0.402630876,0.862780449,1.783079595,-0.977817842,0.974630173,1.004376204,11.00996307,0.8,5.765,40.77308054
5,3,6,2,6,2,3,6,Chair,5,4643.198,4653.615,4658.847,16.244,68.493,103.203,1,3,6.233352,1.42334,0.915446479,0,1,3,-3,0.402630876,0.862780449,1.783079595,-0.977817842,0.954026224,1,7.931705647,0.8,7.782,38.48924948
5,3,6,2,7,3,2,6,Chicken,11,4659.859,4670.825,4679.807,7.995,86.757,196.802,3,4,8.601763,1.598145,0.897273351,0,1,3,-3,0.402630876,0.862780449,1.783079595,-0.977817842,0.987241221,1.002789978,9.322610031,2.3,6.921,48.40384305
5,3,6,2,8,2,3,6,Chair,5,4680.808,4688.379,4694.985,20.263,78.379,58.401,1,1,15.80552,2.114258,0.82642423,0,1,3,-3,0.402630876,0.862780449,1.783079595,-0.977817842,0.931134579,1,13.78973408,2.2,3.472,34.2902169
5,3,6,2,9,3,1,6,Broom,17,4695.998,4705.835,4710.832,21.094,62.334,219.200,3,4,7.378735,2.17334,1.572120672,0,1,3,-3,0.402630876,0.862780449,1.783079595,-0.977817842,0.925887996,1.005220292,7.778313892,0.4,7.582,33.56528585
5,3,6,2,10,1,2,6,Chicken,11,4711.842,4718.825,4723.480,20.521,66.757,105.600,1,1,6.194687,1.281738,0.776994903,0,1,3,-3,0.402630876,0.862780449,1.783079595,-0.977817842,0.92952408,1,13.08153314,0,5.038,42.76211386
5,3,6,2,11,2,1,6,Broom,17,4724.492,4734.826,4738.660,6.257,77.063,249.601,5,7,21.26592,2.739258,1.006510838,0,1,3,-3,0.402630876,0.862780449,1.783079595,-0.977817842,0.991718786,1.008267956,8.670525037,1.9,6.888,42.97411239
5,3,6,2,12,1,3,6,Chair,5,4739.670,4749.027,4757.151,4.409,87.429,111.202,1,1,7.968415,1.741211,1.091944546,0,1,3,-3,0.402630876,0.862780449,1.783079595,-0.977817842,0.99546881,1,11.8203269,1.3,6.01,51.94437364
5,3,6,2,13,3,2,6,Chicken,11,4758.161,4765.920,4775.549,7.489,87.366,67.202,1,1,6.901524,1.458984,0.896647824,0,1,3,-3,0.402630876,0.862780449,1.783079595,-0.977817842,0.988638811,1,14.47121974,1.6,4.419,47.59981932
5,3,6,2,14,2,3,6,Chair,5,4776.561,4786.342,4790.671,16.886,69.470,67.201,1,2,10.96305,1.903809,1.010539686,0,1,3,-3,0.402630876,0.862780449,1.783079595,-0.977817842,0.95065173,1.000066222,8.607181258,0,8.019,41.26820104
6,1,1,2,1,0,3,5,Guitar,16,1226.334,1258.676,1282.141,9.117,50.208,125.601,5,8,1.592928,8.241577,8.111785227,-2,-1,-3,-3,1.410809915,3.291889801,-0.470269972,-0.470269972,0.983870021,1.012152063,2.391383292,14.486,6.4,50.47771407
6,1,1,2,2,3,2,5,Banana,10,1283.151,1321.347,1338.890,26.925,81.483,368.801,5,11,4.241945,6.313843,5.968209321,-2,-1,-3,-3,1.410809915,3.291889801,-0.470269972,-0.470269972,0.884406555,1.18225071,2.256076582,0,35.669,48.34574573
6,1,1,2,3,2,1,5,ABat,4,1339.900,1361.216,1375.663,3.508,85.215,104.803,3,4,0.335363,5.210449,5.183123623,-2,-1,-3,-3,1.410809915,3.291889801,-0.470269972,-0.470269972,0.996914039,1.000228251,5.113068907,2.6,14.02,47.28125816
6,1,1,2,4,1,2,5,Banana,10,1376.672,1395.423,1402.525,6.186,87.655,126.403,3,8,1.041362,2.492188,2.407337824,-2,-1,-3,-3,1.410809915,3.291889801,-0.470269972,-0.470269972,0.991882235,1.001085433,5.380141807,3.8,12.248,48.38831924
